,word,pos,dependency_label,id,parent,EOS
4135,.,.,punct,5,-10,1
4136,ca,MD,aux,0,2,0
4137,n't.,VB,nsubj,1,2,0
4138,got,VB,root,2,-1,0
4139,the,DT,det,3,5,0
4140,kid.,NNP,compound,4,5,0
4141,goin,NNP,obj,5,2,0
4142,to,TO,mark,6,7,0
4143,get,VB,advcl,7,2,0
4144,pizza.,NN,compound,8,9,0
4145,thanks,NN,obj,9,7,0
4146,for,IN,mark,10,11,0
4147,thinking,VBG,advcl,11,7,0
4148,of,IN,case,12,13,0
4149,me,PRP,obl,13,11,0
4150,...,",",punct,14,2,0
4151,the,DT,det,15,16,0
4152,day,NN,obl:tmod,16,2,0
4153,before,IN,case,17,20,0
4154,the,DT,det,18,20,0
4155,world,NN,compound,19,20,0
4156,ends,NNS,nmod,20,16,0
4157,!,.,punct,21,16,0
4158,ha,UH,discourse,22,16,0
4159,!,.,punct,23,2,1
4160,lol,UH,root,0,-1,1
4161,he,PRP,nsubj,0,2,0
4162,can,MD,aux,1,2,0
4163,come,VB,root,2,-1,0
4164,too,RB,advmod,3,2,0
4165,if,IN,mark,4,8,0
4166,u,DT,det,5,6,0
4167,guys,NNS,nsubj:pass,6,8,0
4168,get,VBP,aux:pass,7,8,0
4169,bored,VBN,advcl,8,2,1
4170,bonfire.,NNP,root,0,-1,0
4171,our,PRP$,nmod:poss,1,2,0
4172,place.,NN,parataxis,2,-10,0
4173,right,RB,advmod,3,4,0
4174,now,RB,advmod,4,2,0
4175,.,.,punct,5,-10,1
4176,i,PRP,nsubj,0,3,0
4177,'m,VBP,cop,1,3,0
4178,at,IN,case,2,3,0
4179,work,NN,root,3,-1,0
4180,until,IN,case,4,5,0
4181,11,CD,obl,5,3,1
4182,k,UH,root,0,-1,0
4183,no,DT,det,1,2,0
4184,prob,NN,obj,2,-10,0
4185,",",",",punct,3,-10,0
4186,txt,VB,parataxis,4,-10,0
4187,when,WRB,mark,5,6,0
4188,done,VBN,advcl,6,4,0
4189,if,IN,mark,7,12,0
4190,u,PRP,nsubj,8,12,0
4191,are,VBP,cop,9,12,0
4192,n't,RB,advmod,10,12,0
4193,too,RB,advmod,11,12,0
4194,tired,JJ,advcl,12,6,1
4195,yes,UH,discourse,0,1,0
4196,ma'am,VB,root,1,-1,1
4197,sir,NNP,root,0,-1,0
4198,;),NFP,discourse,1,-10,1
4199,lol.,NNP,root,0,-1,0
4200,sorry,NNP,flat,1,-10,1
4201,bonfire,NNP,nsubj,0,2,0
4202,still,RB,advmod,1,2,0
4203,going,VBG,root,2,-1,0
4204,on,RB,advmod,3,2,1
4205,i,PRP,nsubj,0,2,0
4206,'m,VBP,aux,1,2,0
4207,getting,VBG,root,2,-1,0
4208,off,RP,compound:prt,3,2,0
4209,in,RB,advmod,4,2,0
4210,25mins.,.,punct,5,2,0
4211,are,VBP,cop,6,7,0
4212,there,EX,parataxis,7,2,0
4213,still,RB,advmod,8,9,0
4214,alot,NN,nsubj,9,7,0
4215,of,IN,case,10,11,0
4216,people,NNS,obl,11,9,0
4217,at,IN,case,12,14,0
4218,your,PRP$,nmod:poss,13,14,0
4219,house,NN,nmod,14,11,0
4220,?,.,punct,15,2,1
4221,yup,CC,root,0,-1,1
4222,i,PRP,nsubj,0,3,0
4223,'m,VBP,aux,1,3,0
4224,just,RB,advmod,2,3,0
4225,leaving,VBG,root,3,-1,0
4226,the,DT,det,4,5,0
4227,city,NN,obj,5,3,0
4228,now.,.,punct,6,3,0
4229,so,RB,advmod,7,10,0
4230,i,PRP,nsubj,8,10,0
4231,should,MD,aux,9,10,0
4232,be,VB,parataxis,10,3,0
4233,there,RB,advmod,11,10,0
4234,by,IN,case,12,13,0
4235,1230,CD,obl,13,10,0
4236,-,SYM,case,14,15,0
4237,1,CD,nmod,15,13,1
4238,k,UH,discourse,0,2,0
4239,not,RB,advmod,1,2,0
4240,sure,JJ,root,2,-1,0
4241,if,IN,mark,3,9,0
4242,we,PRP,nsubj,4,9,0
4243,will,MD,aux,5,9,0
4244,still,RB,advmod,6,9,0
4245,be,VB,cop,7,9,0
4246,goin,NNP,obl:npmod,8,9,0
4247,strong,JJ,advcl,9,2,0
4248,then,RB,advmod,10,9,0
4249,lol,UH,discourse,11,2,1
4250,but,CC,cc,0,3,0
4251,we,PRP,nsubj,1,3,0
4252,might,MD,aux,2,3,0
4253,be,VB,root,3,-1,0
4254,:),NFP,discourse,4,3,1
4255,me,PRP$,nsubj,0,6,0
4256,steve,NN,compound,1,4,0
4257,and,CC,cc,2,3,0
4258,jim,NN,conj,3,1,0
4259,r,RB,advmod,4,6,0
4260,still,RB,advmod,5,6,0
4261,kicking,VBG,root,6,-1,1
4262,i,PRP,nsubj,0,2,0
4263,just,RB,advmod,1,2,0
4264,went,VBD,root,2,-1,0
4265,home.,",",punct,3,2,0
4266,i,PRP,nsubj,4,7,0
4267,could,MD,aux,5,7,0
4268,barely,RB,advmod,6,7,0
4269,stay,VB,parataxis,7,2,0
4270,awake,JJ,amod,8,9,0
4271,driving,NN,obj,9,7,0
4272,.,.,punct,10,2,1
4273,lol,UH,discourse,0,2,0
4274,no,DT,det,1,2,0
4275,prob,VB,root,2,-1,1
4276,u,DT,det,0,1,0
4277,gng,NN,nsubj,1,2,0
4278,tnght,VBN,root,2,-1,1
4279,not,RB,advmod,0,1,0
4280,sure,JJ,root,1,-1,0
4281,yet,RB,advmod,2,1,1
4282,k,NNP,root,0,-1,1
4283,got,VBD,root,0,-1,0
4284,any,DT,det,1,2,0
4285,plans,NNS,obj,2,-10,0
4286,for,IN,case,3,4,0
4287,later,RBR,nmod,4,2,0
4288,?,.,punct,5,-10,1
4289,tons,NNS,root,0,-1,0
4290,",",",",punct,1,3,0
4291,but,CC,cc,2,3,0
4292,thinking,VBG,conj,3,-10,0
4293,of,IN,mark,4,5,0
4294,doing,VBG,advcl,5,3,0
4295,another,DT,det,6,7,0
4296,bonfire,NN,obj,7,5,0
4297,later,RBR,advmod,8,3,0
4298,lol,UH,discourse,9,-10,1
4299,cool,UH,discourse,0,4,0
4300,",",",",punct,1,4,0
4301,we,PRP,nsubj,2,4,0
4302,'re,VBP,cop,3,4,0
4303,down,RB,root,4,-1,0
4304,:),NFP,discourse,5,4,1
4305,if,IN,mark,0,3,0
4306,u,DT,det,1,2,0
4307,guys,NNS,nsubj,2,3,0
4308,want,VBP,advcl,3,8,0
4309,",",",",punct,4,8,0
4310,we,PRP,nsubj,5,8,0
4311,could,MD,aux,6,8,0
4312,even,RB,advmod,7,8,0
4313,do,VB,root,8,-1,0
4314,something,NN,obj,9,8,0
4315,at,IN,case,10,11,0
4316,jenny,NNP,nmod,11,9,0
4317,'s,POS,case,12,11,0
4318,",",",",punct,13,8,0
4319,whatever,WDT,obj,14,16,0
4320,u,PRP,nsubj,15,16,0
4321,want,VBP,parataxis,16,8,1
4322,yeah,UH,discourse,0,2,0
4323,we,PRP,nsubj,1,2,0
4324,have,VBP,root,2,-1,0
4325,to,TO,mark,3,4,0
4326,go,VB,xcomp,4,2,0
4327,to,IN,case,5,9,0
4328,a,DT,det,6,9,0
4329,going,NN,compound,7,8,0
4330,away,NN,compound,8,9,0
4331,party,NN,obl,9,4,0
4332,for,IN,case,10,13,0
4333,a,DT,det,11,13,0
4334,little,JJ,amod,12,13,0
4335,while,NN,obl,13,4,0
4336,then,RB,advmod,14,16,0
4337,will,MD,aux,15,16,0
4338,call,VB,parataxis,16,4,0
4339,u,PRP,obj,17,16,0
4340,when,WRB,mark,18,20,0
4341,we,PRP,nsubj,19,20,0
4342,leave,VBP,advcl,20,16,1
4343,we,PRP,nsubj,0,3,0
4344,will,MD,aux,1,3,0
4345,probably,RB,advmod,2,3,0
4346,start,VB,root,3,-1,0
4347,the,DT,det,4,5,0
4348,bonfire,NN,obj,5,3,0
4349,at,IN,case,6,8,0
4350,9,CD,nummod,7,8,0
4351,pm,NN,obl,8,3,1
4352,bonfire,NNP,root,0,-1,0
4353,tonight,NN,nmod:tmod,1,-10,0
4354,at,IN,case,2,4,0
4355,9,CD,nummod,3,4,0
4356,pm,NN,nmod,4,-10,0
4357,(,-LRB-,punct,5,6,0
4358,again,RB,parataxis,6,-10,0
4359,),-RRB-,punct,7,6,1
4360,bonfire,NNP,root,0,-1,0
4361,tonight,NN,nmod:tmod,1,-10,0
4362,at,IN,case,2,4,0
4363,9,CD,nummod,3,4,0
4364,pm,NN,nmod,4,-10,0
4365,(,-LRB-,punct,5,6,0
4366,again,RB,parataxis,6,-10,0
4367,),-RRB-,punct,7,6,1
4368,if,IN,mark,0,2,0
4369,you,PRP,nsubj,1,2,0
4370,have,VBP,advcl,2,7,0
4371,any,DT,det,3,5,0
4372,next,JJ,amod,4,5,0
4373,weekend,NN,obj,5,2,0
4374,",",",",punct,6,7,0
4375,let,VB,root,7,-1,0
4376,me,PRP,obj,8,7,0
4377,know.,",",punct,9,7,0
4378,my,PRP$,nmod:poss,10,11,0
4379,youngest,JJS,nsubj,11,15,0
4380,is,VBZ,cop,12,15,0
4381,n't,RB,advmod,13,15,0
4382,super,RB,advmod,14,15,0
4383,sociable,JJ,parataxis,15,7,0
4384,and,CC,cc,16,18,0
4385,i,PRP,nsubj,17,18,0
4386,like,VBP,conj,18,15,0
4387,to,TO,mark,19,21,0
4388,be,VB,cop,20,21,0
4389,here,RB,xcomp,21,18,0
4390,with,IN,case,22,23,0
4391,him,PRP,obl,23,21,0
4392,.,.,punct,24,7,1
4393,no,DT,det,0,1,0
4394,problem,NN,nsubj,1,4,0
4395,",",",",punct,2,4,0
4396,will,MD,aux,3,4,0
4397,let,VB,root,4,-1,0
4398,u,PRP,nsubj,5,6,0
4399,know,VB,ccomp,6,4,1
4400,bonfire,NNP,vocative,0,14,0
4401,tonight,NN,nmod:tmod,1,-10,0
4402,at,IN,case,2,4,0
4403,9,CD,nummod,3,4,0
4404,pm,NN,nmod,4,-10,0
4405,if,IN,mark,5,8,0
4406,u,DT,det,6,7,0
4407,guys,NNS,nsubj,7,8,0
4408,wan,VBP,advcl,8,-10,0
4409,na,TO,mark,9,10,0
4410,come,VB,xcomp,10,8,0
4411,",",",",punct,11,14,0
4412,we,PRP,nsubj,12,14,0
4413,'ll,MD,aux,13,14,0
4414,have,VB,root,14,-1,0
4415,some,DT,advmod,15,16,0
4416,hydro,RB,obj,16,14,1
4417,bonfire,NNP,root,0,-1,0
4418,tonight,NN,nmod:tmod,1,-10,0
4419,at,IN,case,2,4,0
4420,9,CD,nummod,3,4,0
4421,pm,NN,nmod,4,-10,0
4422,(,-LRB-,punct,5,6,0
4423,again,RB,parataxis,6,-10,0
4424,),-RRB-,punct,7,6,1
4425,just,RB,advmod,0,2,0
4426,got,VBN,aux:pass,1,2,0
4427,done,VBN,root,2,-1,0
4428,with,IN,case,3,5,0
4429,the,DT,det,4,5,0
4430,picnic,NN,obl,5,2,0
4431,tables.i,PRP,nsubj,6,9,0
4432,'m,VBP,aux,7,9,0
4433,not,RB,advmod,8,9,0
4434,moving,VBG,acl:relcl,9,5,0
4435,to,RB,advmod,10,11,0
4436,far,RB,advmod,11,9,0
4437,from,IN,case,12,14,0
4438,the,DT,det,13,14,0
4439,house.,NN,obl,14,11,0
4440,thanks,NN,obl:tmod,15,2,0
4441,anyways,RB,advmod,16,15,0
4442,.,.,punct,17,2,1
4443,lol,UH,discourse,0,2,0
4444,no,DT,det,1,2,0
4445,prob,VB,root,2,-1,1
4446,i,PRP,nsubj,0,1,0
4447,work,VBP,root,1,-1,0
4448,until,IN,case,2,3,0
4449,11,CD,obl,3,1,0
4450,.,",",punct,4,1,0
4451,i,PRP,nsubj,5,8,0
4452,'ll,MD,aux,6,8,0
4453,be,VB,cop,7,8,0
4454,there,RB,parataxis,8,1,0
4455,",",",",punct,9,1,0
4456,i,PRP,nsubj,10,11,0
4457,promise,VBP,parataxis,11,1,0
4458,!,.,punct,12,1,1
4459,lol,UH,discourse,0,2,0
4460,no,DT,det,1,2,0
4461,biggie,NN,root,2,-1,0
4462,.,.,punct,3,2,1
4463,u,DT,det,0,1,0
4464,guys,NNS,root,1,-1,0
4465,out,RB,advmod,2,3,0
4466,there,RB,advmod,3,1,0
4467,?,.,punct,4,1,1
4468,come,VB,root,0,-1,0
4469,on,RP,compound:prt,1,-10,0
4470,out,NN,advmod,2,-10,1
4471,yes,UH,root,0,-1,1
4472,i,PRP,nsubj,0,2,0
4473,just,RB,advmod,1,2,0
4474,left,VBD,root,2,-1,0
4475,work.,",",punct,3,2,0
4476,i,PRP,nsubj,4,7,0
4477,'ll,MD,aux,5,7,0
4478,be,VB,cop,6,7,0
4479,there,RB,parataxis,7,2,0
4480,by,IN,case,8,9,0
4481,midnight,NN,obl,9,7,0
4482,.,.,punct,10,2,1
4483,going,VBG,root,0,-1,0
4484,strong,RB,advmod,1,-10,1
4485,yes,UH,root,0,-1,0
4486,!!,.,punct,1,-10,1
4487,u,PRP,nsubj,0,2,0
4488,still,RB,advmod,1,2,0
4489,down,RB,root,2,-1,0
4490,for,IN,case,3,4,0
4491,grappling,NN,obl,4,2,0
4492,?,.,punct,5,2,1
4493,yeah,UH,discourse,0,4,0
4494,",",",",punct,1,4,0
4495,when,WRB,mark,2,4,0
4496,'s,VBZ,cop,3,4,0
4497,good,JJ,root,4,-1,0
4498,?,.,punct,5,4,1
4499,how,WRB,root,0,-1,0
4500,about,RB,advmod,1,2,0
4501,11:45,CD,nsubj,2,-10,0
4502,or,CC,cc,3,4,0
4503,so,RB,conj,4,2,1
4504,sounds,VBZ,root,0,-1,0
4505,good,JJ,xcomp,1,-10,1
4506,think,VBP,root,0,-1,0
4507,i,PRP,nsubj,1,3,0
4508,can,MD,aux,2,3,0
4509,meet,VB,ccomp,3,-10,0
4510,with,IN,case,4,5,0
4511,ya,NN,obl,5,3,0
4512,today,NN,obl:tmod,6,3,0
4513,or,CC,cc,7,8,0
4514,tomo,NN,conj,8,6,0
4515,for,IN,case,9,11,0
4516,a,DT,det,10,11,0
4517,bit,NN,obl,11,3,0
4518,?,.,punct,12,-10,0
4519,i,PRP,nsubj,13,15,0
4520,'m,VBP,aux,14,15,0
4521,having,VBG,parataxis,15,-10,0
4522,some,DT,det,16,19,0
4523,fustrating,VBG,amod,17,19,0
4524,software,NN,compound,18,19,0
4525,problems,NNS,obj,19,15,0
4526,",",",",punct,20,-10,0
4527,i,PRP,nsubj,21,23,0
4528,'m,VBP,aux,22,23,0
4529,guessing,VBG,parataxis,23,-10,0
4530,it,PRP,nsubj,24,27,0
4531,'s,VBZ,cop,25,27,0
4532,easily,RB,advmod,26,27,0
4533,fixable,JJ,ccomp,27,23,0
4534,though,IN,advmod,28,23,1
4535,can,MD,aux,0,2,0
4536,u,PRP,nsubj,1,2,0
4537,help,VB,root,2,-1,0
4538,me,PRP,obj,3,2,0
4539,recall,VB,xcomp,4,2,0
4540,everything,NN,obj,5,4,0
4541,that,WDT,obj,6,8,0
4542,i,PRP,nsubj,7,8,0
4543,help,VBP,acl:relcl,8,5,0
4544,you,PRP,obj,9,8,0
4545,with,IN,obl,10,8,0
4546,so,IN,mark,11,14,0
4547,i,PRP,nsubj,12,14,0
4548,can,MD,aux,13,14,0
4549,make,VB,advcl,14,2,0
4550,this,DT,det,15,16,0
4551,list,NN,obj,16,14,0
4552,for,IN,case,17,18,0
4553,mel,NN,obl,18,14,1
4554,i,PRP,nsubj,0,3,0
4555,will,MD,aux,1,3,0
4556,be,VB,cop,2,3,0
4557,back,RB,root,3,-1,0
4558,in,IN,case,4,5,0
4559,office,NN,obl,5,3,0
4560,in,IN,case,6,9,0
4561,a,DT,det,7,9,0
4562,little,JJ,amod,8,9,0
4563,bit,NN,obl,9,3,1
4564,ok,UH,root,0,-1,1
4565,waiting,VBG,root,0,-1,0
4566,at,IN,case,1,2,0
4567,light,NN,obl,2,-10,1
4568,yeeeha,NNP,nsubj,0,1,0
4569,love,VB,root,1,-1,0
4570,new,JJ,amod,2,4,0
4571,orleans,NNS,compound,3,4,0
4572,love,NN,compound,4,5,0
4573,amy,NN,obj,5,1,1
4574,hey,UH,discourse,0,5,0
4575,!,.,punct,1,5,0
4576,so,RB,advmod,2,5,0
4577,how,WRB,advmod,3,5,0
4578,you,PRP,nsubj,4,5,0
4579,lookin,VBP,root,5,-1,0
4580,today,NN,obl:tmod,6,5,0
4581,?,.,punct,7,5,1
4582,later,RB,advmod,0,4,0
4583,this,DT,det,1,2,0
4584,evening,NN,nsubj,2,4,0
4585,could,MD,aux,3,4,0
4586,work,VB,root,4,-1,1
4587,cool,UH,advmod,0,5,0
4588,",",",",punct,1,5,0
4589,bob,NN,nmod:poss,2,4,0
4590,'s,POS,case,3,2,0
4591,house,NN,nsubj,4,5,0
4592,gets,VBZ,root,5,-1,0
4593,out,RB,advmod,6,5,0
4594,round,RB,advmod,7,8,0
4595,9,CD,obl:tmod,8,5,0
4596,.,.,punct,9,5,1
4597,hey,UH,discourse,0,4,0
4598,",",",",punct,1,4,0
4599,i,PRP,nsubj,2,4,0
4600,may,MD,aux,3,4,0
4601,have,VB,root,4,-1,0
4602,to,TO,mark,5,6,0
4603,cancel,VB,xcomp,6,4,0
4604,for,IN,case,7,8,0
4605,tonight,NN,obl,8,6,0
4606,",",",",punct,9,4,0
4607,i,PRP,nsubj,10,12,0
4608,just,RB,advmod,11,12,0
4609,found,VBD,parataxis,12,4,0
4610,out,RP,compound:prt,13,12,0
4611,that,IN,mark,14,20,0
4612,a,DT,det,15,16,0
4613,friend,NN,nsubj,16,20,0
4614,of,IN,case,17,18,0
4615,mine,PRP,nmod,18,16,0
4616,is,VBZ,aux,19,20,0
4617,celebrating,VBG,ccomp,20,12,0
4618,his,PRP$,nmod:poss,21,22,0
4619,birthday,NN,obj,22,20,0
4620,after,IN,case,23,26,0
4621,bob,NN,nmod:poss,24,26,0
4622,'s,POS,case,25,24,0
4623,house,NN,obl,26,20,0
4624,and,CC,cc,27,28,0
4625,wanted,VBD,conj,28,20,0
4626,me,PRP,obj,29,28,0
4627,to,TO,mark,30,31,0
4628,come.,VB,advcl,31,28,0
4629,what,WP,obj,32,31,0
4630,are,VBP,cop,33,32,0
4631,you,PRP,nsubj,34,35,0
4632,doi,NN,acl:relcl,35,32,1
4633,ng,UH,root,0,-1,0
4634,tomorrow,NN,compound,1,2,0
4635,night,NN,nummod,2,-10,0
4636,?,.,punct,3,-10,1
4637,no,DT,det,0,1,0
4638,prob,NN,root,1,-1,1
4639,count,VB,root,0,-1,0
4640,me,PRP,obj,1,-10,0
4641,in,RP,compound:prt,2,-10,0
4642,for,IN,case,3,4,0
4643,food,NN,obl,4,-10,0
4644,today,NN,obl:tmod,5,-10,1
4645,i,PRP,nsubj,0,2,0
4646,am,VBP,aux,1,2,0
4647,coming,VBG,root,2,-1,0
4648,in,RB,advmod,3,2,1
4649,k,NNP,root,0,-1,1
4650,what,WP,root,0,-1,0
4651,are,VBP,cop,1,-10,0
4652,you,PRP,nsubj,2,-10,0
4653,up,IN,case,3,4,0
4654,to,IN,nmod,4,-10,0
4655,tonight,NN,obl:tmod,5,-10,0
4656,?,.,punct,6,-10,1
4657,relaxing,VBG,root,0,-1,0
4658,at,IN,case,1,2,0
4659,home,NN,obl,2,-10,1
4660,plans,NNS,nsubj,0,2,0
4661,may,MD,aux,1,2,0
4662,change,VB,root,2,-1,0
4663,on,IN,case,3,5,0
4664,our,PRP$,nmod:poss,4,5,0
4665,trip,NN,obl,5,2,0
4666,in,IN,case,6,7,0
4667,june,NNP,nmod,7,5,1
4668,are,VBP,cop,0,3,0
4669,you,PRP,nsubj,1,3,0
4670,still,RB,advmod,2,3,0
4671,able,JJ,root,3,-1,0
4672,to,TO,mark,4,5,0
4673,come,VB,xcomp,5,3,0
4674,from,IN,case,6,7,0
4675,10,CD,obl,7,5,0
4676,-,SYM,case,8,9,0
4677,19,CD,nmod,9,7,0
4678,?,.,punct,10,3,1
4679,that,DT,nsubj,0,5,0
4680,would,MD,aux,1,5,0
4681,be,VB,cop,2,5,0
4682,two,CD,nummod,3,5,0
4683,full,JJ,amod,4,5,0
4684,weekends,NNS,root,5,-1,1
4685,we,PRP,nsubj,0,2,0
4686,would,MD,aux,1,2,0
4687,leave,VB,root,2,-1,0
4688,early,RB,advmod,3,2,0
4689,friday,NNP,obl:tmod,4,2,0
4690,the,DT,det,5,6,0
4691,10th,NN,obl:npmod,6,2,0
4692,and,CC,cc,7,8,0
4693,come,VB,conj,8,2,0
4694,back,RB,advmod,9,8,0
4695,late,RB,advmod,10,8,0
4696,the,DT,det,11,12,0
4697,19th,NN,obl:tmod,12,8,1
4698,thats,VBZ,cop,0,1,0
4699,cool,JJ,root,1,-1,0
4700,",",",",punct,2,1,0
4701,you,PRP,nsubj,3,4,0
4702,interested,JJ,parataxis,4,1,0
4703,in,IN,mark,5,6,0
4704,seeing,VBG,advcl,6,4,0
4705,movie,NN,obj,7,6,0
4706,tonight,NN,obl:tmod,8,6,0
4707,?,",",punct,9,1,0
4708,ok,UH,discourse,10,1,0
4709,",",",",punct,11,1,0
4710,what,WP,nsubj,12,14,0
4711,'s,VBZ,cop,13,14,0
4712,gon,NN,parataxis,14,1,0
4713,na,TO,case,15,16,0
4714,change,NN,nmod,16,14,0
4715,?,.,punct,17,1,1
4716,no,UH,discourse,0,2,0
4717,not,RB,advmod,1,2,0
4718,tonight,NN,root,2,-1,1
4719,and,CC,cc,0,3,0
4720,we,PRP,nsubj,1,3,0
4721,would,MD,aux,2,3,0
4722,take,VB,root,3,-1,0
4723,u,PRP,obj,4,3,0
4724,to,IN,case,5,7,0
4725,your,PRP$,nmod:poss,6,7,0
4726,house,NN,obl,7,3,0
4727,the,DT,det,8,9,0
4728,12th,NN,obl:tmod,9,3,0
4729,probably,RB,advmod,10,3,0
4730,and,CC,cc,11,13,0
4731,then,RB,advmod,12,13,0
4732,pick,VB,conj,13,3,0
4733,u,PRP,obj,14,13,0
4734,up,RP,compound:prt,15,13,0
4735,again,RB,advmod,16,13,0
4736,on,IN,case,17,19,0
4737,the,DT,det,18,19,0
4738,17th,NN,obl,19,13,0
4739,or,CC,cc,20,21,0
4740,18th,NN,conj,21,19,1
4741,depending,VBG,mark,0,4,0
4742,on,RB,mark,1,4,0
4743,when,WRB,mark,2,4,0
4744,we,PRP,nsubj,3,4,0
4745,decide,VBP,root,4,-1,0
4746,to,TO,mark,5,6,0
4747,head,VB,xcomp,6,4,0
4748,back,RP,advmod,7,6,1
4749,oooo,UH,vocative,0,5,0
4750,",",",",punct,1,5,0
4751,so,RB,advmod,2,5,0
4752,you,PRP,nsubj,3,5,0
4753,are,VBP,aux,4,5,0
4754,gon,VBG,root,5,-1,0
4755,na,TO,mark,6,7,0
4756,leave,VB,xcomp,7,5,0
4757,earlier,RBR,advmod,8,7,0
4758,?,.,punct,9,5,0
4759,i,PRP,nsubj,10,12,0
4760,may,MD,aux,11,12,0
4761,have,VB,parataxis,12,5,0
4762,to,TO,mark,13,14,0
4763,check,VB,xcomp,14,12,0
4764,on,IN,case,15,16,0
4765,that,DT,obl,16,14,1
4766,yes,UH,discourse,0,3,0
4767,because,IN,mark,1,3,0
4768,we,PRP,nsubj,2,3,0
4769,want,VBP,advcl,3,16,0
4770,to,TO,mark,4,5,0
4771,go,VB,xcomp,5,3,0
4772,to,TO,mark,6,7,0
4773,visit,VB,xcomp,7,5,0
4774,friend,NN,obj,8,7,0
4775,in,IN,case,9,10,0
4776,pa,NNP,obl,10,7,0
4777,on,IN,case,11,13,0
4778,the,DT,det,12,13,0
4779,12th,NN,obl,13,7,0
4780,",",",",punct,14,16,0
4781,we,PRP,nsubj,15,16,0
4782,want,VBP,root,16,-1,0
4783,to,TO,mark,17,18,0
4784,surprise,VB,xcomp,18,16,0
4785,the,DT,det,19,20,0
4786,dr.,NN,obj,20,18,0
4787,who,WP,nsubj,21,24,0
4788,is,VBZ,cop,22,24,0
4789,a,DT,det,23,24,0
4790,friend,NN,acl:relcl,24,20,0
4791,of,IN,case,25,26,0
4792,mine,PRP,nmod,26,24,1
4793,ahh,UH,discourse,0,1,0
4794,ok,UH,discourse,1,5,0
4795,",",",",punct,2,5,0
4796,i,PRP,nsubj,3,5,0
4797,may,MD,aux,4,5,0
4798,gave,VB,root,5,-1,0
4799,to,TO,mark,6,8,0
4800,either,CC,advmod,7,8,0
4801,leave,VB,xcomp,8,5,0
4802,late,RB,advmod,9,8,0
4803,and,CC,cc,10,11,0
4804,meet,VB,conj,11,8,0
4805,you,PRP,obj,12,11,0
4806,put,VB,xcomp,13,11,0
4807,there,RB,advmod,14,13,0
4808,",",",",punct,15,17,0
4809,or,CC,cc,16,17,0
4810,leave,VB,conj,17,13,0
4811,early,RB,advmod,18,17,0
4812,",",",",punct,19,5,0
4813,i,PRP,nsubj,20,23,0
4814,am,VBP,cop,21,23,0
4815,not,RB,advmod,22,23,0
4816,sure,JJ,parataxis,23,5,0
4817,i,PRP,nsubj,24,26,0
4818,can,MD,aux,25,26,0
4819,miss,VB,ccomp,26,23,0
4820,two,CD,nummod,27,28,0
4821,sundays,NNS,obj,28,26,0
4822,in,IN,case,29,31,0
4823,a,DT,det,30,31,0
4824,row,NN,obl,31,26,0
4825,.,.,punct,32,5,1
4826,k,NNP,root,0,-1,1
4827,i,PRP,nsubj,0,2,0
4828,'ll,MD,aux,1,2,0
4829,let,VB,root,2,-1,0
4830,you,PRP,obj,3,2,0
4831,know,VB,xcomp,4,2,0
4832,",",",",punct,5,2,0
4833,after,IN,mark,6,8,0
4834,i,PRP,nsubj,7,8,0
4835,talk,VBP,advcl,8,2,0
4836,to,IN,case,9,10,0
4837,dr.,NNP,obl,10,8,0
4838,mike,NN,obj,11,8,1
4839,well,UH,discourse,0,5,0
4840,we,PRP,nsubj,1,5,0
4841,were,VBD,aux,2,5,0
4842,pretty,RB,advmod,3,4,0
4843,much,RB,advmod,4,5,0
4844,going,VBG,root,5,-1,0
4845,to,TO,mark,6,7,0
4846,take,VB,xcomp,7,5,0
4847,u,PRP,obj,8,7,0
4848,to,IN,case,9,11,0
4849,ur,PRP$,nmod:poss,10,11,0
4850,house,NN,obl,11,7,0
4851,there,RB,expl,12,13,0
4852,cuz,MD,aux,13,15,0
4853,we,PRP,nsubj,14,15,0
4854,want,VB,parataxis,15,7,0
4855,some,DT,det,16,18,0
4856,alone,JJ,amod,17,18,0
4857,time,NN,obj,18,15,0
4858,on,IN,case,19,21,0
4859,our,PRP$,nmod:poss,20,21,0
4860,vacation,NN,obl,21,15,0
4861,lol,UH,discourse,22,5,1
4862,lol,UH,discourse,0,3,0
4863,no,UH,discourse,1,3,0
4864,i,PRP,nsubj,2,3,0
4865,know,VBP,root,3,-1,0
4866,",",",",punct,4,3,0
4867,i,PRP,nsubj,5,8,0
4868,'m,VBP,aux,6,8,0
4869,just,RB,advmod,7,8,0
4870,saying,VBG,parataxis,8,3,0
4871,i,PRP,nsubj,9,11,0
4872,may,MD,aux,10,11,0
4873,go,VB,ccomp,11,8,0
4874,one,CD,nummod,12,13,0
4875,way,NN,obj,13,11,0
4876,with,IN,case,14,16,0
4877,you,PRP,nmod:poss,15,16,0
4878,guys,NNS,obl,16,11,0
4879,instead,RB,case,17,19,0
4880,of,IN,fixed,18,17,0
4881,both,DT,obl,19,11,0
4882,.,.,punct,20,3,1
4883,lol,UH,discourse,0,1,0
4884,gotcha,NNP,root,1,-1,1
4885,hey,UH,discourse,0,4,0
4886,guys,NNS,vocative,1,-10,0
4887,",",",",punct,2,4,0
4888,just,RB,advmod,3,4,0
4889,wanted,VBD,root,4,-1,0
4890,to,TO,mark,5,6,0
4891,let,VB,xcomp,6,4,0
4892,you,PRP,obj,7,6,0
4893,know,VB,xcomp,8,6,0
4894,i,PRP,nsubj:pass,9,13,0
